Resultseientific,Resultseientific,TX_ID
341.000000,3.4100 x 10^2,1976
0.000000,0.0000 x 10^0,3465
-3482.000000,-3.4820 x 10^3,1804
8860.000000,8.8600 x 10^3,2196
8334.000000,8.3340 x 10^3,2195
1541866.000000,1.5419 x 10^6,2217
1612559.000000,1.6126 x 10^6,2216
-9440.000000,-9.4400 x 10^3,2215
4892400.000000,4.8924 x 10^6,2205
4053072.000000,4.0531 x 10^6,2345
295.000000,2.9500 x 10^2,1414
0.123500,1.2350 x 10^-1,2346
0.004200,4.2000 x 10^-3,2347
262.000000,2.6200 x 10^2,2348
1841834.000000,1.8418 x 10^6,2218
-3869.000000,-3.8690 x 10^3,2207
-8775.000000,-8.7750 x 10^3,1805
0.000000,0.0000 x 10^0,1313
-3042.000000,-3.0420 x 10^3,2208
9464.000000,9.4640 x 10^3,1808
-7062.000000,-7.0620 x 10^3,1752
-4562.000000,-4.5620 x 10^3,1334
6266.000000,6.2660 x 10^3,1900
4483.000000,4.4830 x 10^3,1889
2316.000000,2.3160 x 10^3,2018
0.000000,0.0000 x 10^0,3416
0.014300,1.4300 x 10^-2,2221
572276.000000,5.7228 x 10^5,2355
3996.000000,3.9960 x 10^3,2353
577.000000,5.7700 x 10^2,2209
4076.000000,4.0760 x 10^3,2223
2854.000000,2.8540 x 10^3,2220
0.727500,7.2750 x 10^-1,2211
0.000000,0.0000 x 10^0,2225
6094768.000000,6.0948 x 10^6,2354
135.000000,1.3500 x 10^2,2352
6132795.000000,6.1328 x 10^6,2360
172.000000,1.7200 x 10^2,2224
268.000000,2.6800 x 10^2,2350
8220200.000000,8.2202 x 10^6,2356
157.000000,1.5700 x 10^2,2351
3873.000000,3.8730 x 10^3,2222
51.000000,5.1000 x 10^1,2357
-3978.000000,-3.9780 x 10^3,871
1374516.000000,1.3745 x 10^6,840
6901092.000000,6.9011 x 10^6,1052
0.048400,4.8400 x 10^-2,2349
-8566.000000,-8.5660 x 10^3,1958
1029432.000000,1.0294 x 10^6,2359
4528.000000,4.5280 x 10^3,2174
0.123800,1.2380 x 10^-1,2358
604.000000,6.0400 x 10^2,2226
8585.000000,8.5850 x 10^3,997
886.000000,8.8600 x 10^2,2176
6095.000000,6.0950 x 10^3,2175
0.080700,8.0700 x 10^-2,2210
1.000000,1.0000 x 10^0,2213
-6977.000000,-6.9770 x 10^3,1363
5382.000000,5.3820 x 10^3,1283
0.000000,0.0000 x 10^0,2361
6067.000000,6.0670 x 10^3,2362
-4610.000000,-4.6100 x 10^3,2179
0.000000,0.0000 x 10^0,2364
4871.000000,4.8710 x 10^3,2229
5372.000000,5.3720 x 10^3,2214
0.355600,3.5560 x 10^-1,2241
111907.000000,1.1191 x 10^5,2178
0.096700,9.6700 x 10^-2,1903
229.000000,2.2900 x 10^2,2233
1777945.000000,1.7779 x 10^6,2251
-8418.000000,-8.4180 x 10^3,2363
0.000000,0.0000 x 10^0,2232
-3036.000000,-3.0360 x 10^3,2234
5519.000000,5.5190 x 10^3,1596
321.000000,3.2100 x 10^2,2236
0.000000,0.0000 x 10^0,3169
5993.000000,5.9930 x 10^3,2372
872.000000,8.7200 x 10^2,2249
-7169.000000,-7.1690 x 10^3,2238
4515850.000000,4.5159 x 10^6,2081
0.228900,2.2890 x 10^-1,2240
389865.000000,3.8987 x 10^5,2252
0.109400,1.0940 x 10^-1,3148
34542.000000,3.4542 x 10^4,2250
3242648.000000,3.2426 x 10^6,2263
919.000000,9.1900 x 10^2,2026
4034698.000000,4.0347 x 10^6,1302
2724.000000,2.7240 x 10^3,2262
0.000000,0.0000 x 10^0,2378
0.000000,0.0000 x 10^0,2254
0.015500,1.5500 x 10^-2,1582
4854.000000,4.8540 x 10^3,1904
0.066200,6.6200 x 10^-2,2264
991.000000,9.9100 x 10^2,3060
1912.000000,1.9120 x 10^3,3086
3228.000000,3.2280 x 10^3,3164
2219.000000,2.2190 x 10^3,1576
1422960.000000,1.4230 x 10^6,2258
-1408.000000,-1.4080 x 10^3,2029
946.000000,9.4600 x 10^2,1413
0.014800,1.4800 x 10^-2,2270
0.042100,4.2100 x 10^-2,2267
5081.000000,5.0810 x 10^3,2256
0.000000,0.0000 x 10^0,2379
0.340800,3.4080 x 10^-1,3297
-7619.000000,-7.6190 x 10^3,3150
6846.000000,6.8460 x 10^3,1913
-5979.000000,-5.9790 x 10^3,1601
-1606.000000,-1.6060 x 10^3,2268
4587700.000000,4.5877 x 10^6,2273
1755.000000,1.7550 x 10^3,2380
1497048.000000,1.4970 x 10^6,2282
502.000000,5.0200 x 10^2,1642
6682.000000,6.6820 x 10^3,2260
-7090.000000,-7.0900 x 10^3,2274
3441942.000000,3.4419 x 10^6,2079
0.028600,2.8600 x 10^-2,2287
0.000000,0.0000 x 10^0,2288
181.000000,1.8100 x 10^2,2228
-6184.000000,-6.1840 x 10^3,2279
35.000000,3.5000 x 10^1,2284
113.000000,1.1300 x 10^2,1754
-99.000000,-9.9000 x 10^1,1740
4145724.000000,4.1457 x 10^6,2289
59.000000,5.9000 x 10^1,2382
3526016.000000,3.5260 x 10^6,2295
0.000000,0.0000 x 10^0,2280
-1201.000000,-1.2010 x 10^3,1599
0.011500,1.1500 x 10^-2,2291
0.078300,7.8300 x 10^-2,1640
-6270.000000,-6.2700 x 10^3,1645
2752.000000,2.7520 x 10^3,2301
3627.000000,3.6270 x 10^3,2303
140058.000000,1.4006 x 10^5,2384
-1601.000000,-1.6010 x 10^3,1355
0.000000,0.0000 x 10^0,1709
1554888.000000,1.5549 x 10^6,2383
0.109300,1.0930 x 10^-1,2286
-8357.000000,-8.3570 x 10^3,2296
0.000000,0.0000 x 10^0,2300
44.000000,4.4000 x 10^1,2306
2425787.000000,2.4258 x 10^6,2308
0.000000,0.0000 x 10^0,1660
1014.000000,1.0140 x 10^3,2302
0.000000,0.0000 x 10^0,1929
700.000000,7.0000 x 10^2,1415
0.307300,3.0730 x 10^-1,2304
3140358.000000,3.1404 x 10^6,2385
-7153.000000,-7.1530 x 10^3,1677
0.097500,9.7500 x 10^-2,2387
0.047100,4.7100 x 10^-2,2311
-8345.000000,-8.3450 x 10^3,2446
-5435.000000,-5.4350 x 10^3,2316
0.000000,0.0000 x 10^0,1312
349.000000,3.4900 x 10^2,1389
-2391.000000,-2.3910 x 10^3,1406
-8490.000000,-8.4900 x 10^3,2390
793.000000,7.9300 x 10^2,2388
0.842000,8.4200 x 10^-1,2393
8748.000000,8.7480 x 10^3,2055
244.000000,2.4400 x 10^2,1613
-4263.000000,-4.2630 x 10^3,1928
715.000000,7.1500 x 10^2,2394
2518.000000,2.5180 x 10^3,1566
775635.000000,7.7564 x 10^5,2426
9507.000000,9.5070 x 10^3,2430
1971380.000000,1.9714 x 10^6,1353
637236.000000,6.3724 x 10^5,1574
0.000000,0.0000 x 10^0,2425
0.000000,0.0000 x 10^0,2429
-5780.000000,-5.7800 x 10^3,2518
8444.000000,8.4440 x 10^3,2427
353.000000,3.5300 x 10^2,1686
16500.000000,1.6500 x 10^4,2520
10086.000000,1.0086 x 10^4,1644
6919.000000,6.9190 x 10^3,2428
10019.000000,1.0019 x 10^4,2113
-4948.000000,-4.9480 x 10^3,1692
-6210.000000,-6.2100 x 10^3,2431
112239.000000,1.1224 x 10^5,2395
-5928.000000,-5.9280 x 10^3,1694
2031050.000000,2.0311 x 10^6,2519
-5789.000000,-5.7890 x 10^3,2522
997.000000,9.9700 x 10^2,2101
722904.000000,7.2290 x 10^5,2398
444.000000,4.4400 x 10^2,2524
31.000000,3.1000 x 10^1,2523
0.405700,4.0570 x 10^-1,2070
0.017400,1.7400 x 10^-2,1979
1239.000000,1.2390 x 10^3,2433
449.000000,4.4900 x 10^2,2421
0.000000,0.0000 x 10^0,2008
88.000000,8.8000 x 10^1,1820
0.010600,1.0600 x 10^-2,1689
-3423.000000,-3.4230 x 10^3,2528
226.000000,2.2600 x 10^2,2403
0.000000,0.0000 x 10^0,2405
1143.000000,1.1430 x 10^3,2532
0.000000,0.0000 x 10^0,2437
0.000000,0.0000 x 10^0,2108
0.070800,7.0800 x 10^-2,2080
0.077000,7.7000 x 10^-2,4057
1.275600,1.2756 x 10^0,2535
-951.000000,-9.5100 x 10^2,2110
0.041100,4.1100 x 10^-2,2438
8693.000000,8.6930 x 10^3,2977
173600.000000,1.7360 x 10^5,2069
583200.000000,5.8320 x 10^5,1916
0.000000,0.0000 x 10^0,2407
324.000000,3.2400 x 10^2,1222
4991.000000,4.9910 x 10^3,2148
0.000000,0.0000 x 10^0,2126
1.000000,1.0000 x 10^0,359
-3630.000000,-3.6300 x 10^3,2995
206640.000000,2.0664 x 10^5,2996
903.000000,9.0300 x 10^2,2984
0.146700,1.4670 x 10^-1,2987
8196.000000,8.1960 x 10^3,2994
947.000000,9.4700 x 10^2,2988
849.000000,8.4900 x 10^2,1465
0.000000,0.0000 x 10^0,2997
0.000000,0.0000 x 10^0,2150
-2903.000000,-2.9030 x 10^3,2960
3121.000000,3.1210 x 10^3,2695
0.000000,0.0000 x 10^0,2669
0.238800,2.3880 x 10^-1,2584
-9599.000000,-9.5990 x 10^3,2590
0.128600,1.2860 x 10^-1,2324
1942386.000000,1.9424 x 10^6,2591
620.000000,6.2000 x 10^2,1751
2364.000000,2.3640 x 10^3,2130
-1138.000000,-1.1380 x 10^3,941
0.000000,0.0000 x 10^0,874
0.033500,3.3500 x 10^-2,907
9456.000000,9.4560 x 10^3,1687
-3145.000000,-3.1450 x 10^3,954
2698542.000000,2.6985 x 10^6,1108
2093.000000,2.0930 x 10^3,912
-9081.000000,-9.0810 x 10^3,2473
-2664.000000,-2.6640 x 10^3,2688
950.000000,9.5000 x 10^2,1221
83.000000,8.3000 x 10^1,2242
2302.000000,2.3020 x 10^3,2366
0.000000,0.0000 x 10^0,2243
1007340.000000,1.0073 x 10^6,2044
472136.000000,4.7214 x 10^5,2045
595.000000,5.9500 x 10^2,2067
1.000000,1.0000 x 10^0,2245
410.000000,4.1000 x 10^2,2219
79.000000,7.9000 x 10^1,2057
0.101200,1.0120 x 10^-1,2131
-8540.000000,-8.5400 x 10^3,2445
59344.000000,5.9344 x 10^4,2204
0.000000,0.0000 x 10^0,2592
1321626.000000,1.3216 x 10^6,2444
3740.000000,3.7400 x 10^3,2447
0.055100,5.5100 x 10^-2,2593
6137.000000,6.1370 x 10^3,2415
0.029300,2.9300 x 10^-2,2443
-9706.000000,-9.7060 x 10^3,2244
705.000000,7.0500 x 10^2,2370
2684235.000000,2.6842 x 10^6,1931
0.000000,0.0000 x 10^0,2368
0.000000,0.0000 x 10^0,2367
6580.000000,6.5800 x 10^3,1232
0.126200,1.2620 x 10^-1,2376
1718.000000,1.7180 x 10^3,2448
3984322.000000,3.9843 x 10^6,2141
0.000000,0.0000 x 10^0,2696
105.000000,1.0500 x 10^2,2730
348.000000,3.4800 x 10^2,2449
5855.000000,5.8550 x 10^3,2633
-6197.000000,-6.1970 x 10^3,2652
4873457.000000,4.8735 x 10^6,1665
25.000000,2.5000 x 10^1,2261
0.000000,0.0000 x 10^0,2365
4571632.000000,4.5716 x 10^6,2594
143928.000000,1.4393 x 10^5,2416
620.000000,6.2000 x 10^2,2246
0.120400,1.2040 x 10^-1,2235
0.223400,2.2340 x 10^-1,2231
0.268500,2.6850 x 10^-1,2212
-7060.000000,-7.0600 x 10^3,2595
-5820.000000,-5.8200 x 10^3,2596
3108318.000000,3.1083 x 10^6,1927
0.000000,0.0000 x 10^0,2450
989.000000,9.8900 x 10^2,2697
0.012200,1.2200 x 10^-2,2417
3995.000000,3.9950 x 10^3,2283
1060598.000000,1.0606 x 10^6,2374
349.000000,3.4900 x 10^2,2375
0.150000,1.5000 x 10^-1,2265
0.000000,0.0000 x 10^0,2272
-542.000000,-5.4200 x 10^2,1384
9305.000000,9.3050 x 10^3,1142
2465035.000000,2.4650 x 10^6,1162
0.006600,6.6000 x 10^-3,2294
413.000000,4.1300 x 10^2,976
0.000000,0.0000 x 10^0,1293
0.000000,0.0000 x 10^0,2266
6120.000000,6.1200 x 10^3,2237
8704.000000,8.7040 x 10^3,2621
7320.000000,7.3200 x 10^3,1909
192.000000,1.9200 x 10^2,2698
4926972.000000,4.9270 x 10^6,2622
9690.000000,9.6900 x 10^3,1911
4400419.000000,4.4004 x 10^6,2418
-1614.000000,-1.6140 x 10^3,2749
-9162.000000,-9.1620 x 10^3,2716
70.000000,7.0000 x 10^1,2732
8030.000000,8.0300 x 10^3,2733
-3683.000000,-3.6830 x 10^3,2720
-7254.000000,-7.2540 x 10^3,2714
5745.000000,5.7450 x 10^3,2748
-6082.000000,-6.0820 x 10^3,2678
2405700.000000,2.4057 x 10^6,2784
4052.000000,4.0520 x 10^3,2452
0.000000,0.0000 x 10^0,2677
0.107500,1.0750 x 10^-1,2623
1060275.000000,1.0603 x 10^6,2676
89.000000,8.9000 x 10^1,2782
0.036800,3.6800 x 10^-2,2472
6518520.000000,6.5185 x 10^6,2718
1.000000,1.0000 x 10^0,2675
0.000000,0.0000 x 10^0,2752
236.000000,2.3600 x 10^2,2700
5806.000000,5.8060 x 10^3,2636
0.000000,0.0000 x 10^0,2674
1570.000000,1.5700 x 10^3,2292
0.189800,1.8980 x 10^-1,2373
64440.000000,6.4440 x 10^4,2795
-6358.000000,-6.3580 x 10^3,2007
0.000000,0.0000 x 10^0,2257
1.000000,1.0000 x 10^0,2777
2157840.000000,2.1578 x 10^6,2626
0.161600,1.6160 x 10^-1,2778
0.000000,0.0000 x 10^0,1124
1103512.000000,1.1035 x 10^6,2371
9411.000000,9.4110 x 10^3,3139
0.000000,0.0000 x 10^0,3081
1.046200,1.0462 x 10^0,2637
-2550.000000,-2.5500 x 10^3,3165
0.052300,5.2300 x 10^-2,2734
0.188300,1.8830 x 10^-1,2276
2765373.000000,2.7654 x 10^6,1898
0.203300,2.0330 x 10^-1,2766
2472300.000000,2.4723 x 10^6,2657
980105.000000,9.8011 x 10^5,2239
5184.000000,5.1840 x 10^3,2682
0.217300,2.1730 x 10^-1,2483
-274.000000,-2.7400 x 10^2,2603
4245.000000,4.2450 x 10^3,2423
0.024700,2.4700 x 10^-2,2277
-7609.000000,-7.6090 x 10^3,2299
738.000000,7.3800 x 10^2,1910
2443896.000000,2.4439 x 10^6,1700
5.443200,5.4432 x 10^0,3065
840972.000000,8.4097 x 10^5,2271
8502.000000,8.5020 x 10^3,2105
9845.000000,9.8450 x 10^3,2761
-7657.000000,-7.6570 x 10^3,1919
0.080700,8.0700 x 10^-2,2285
0.003000,3.0000 x 10^-3,2638
643.000000,6.4300 x 10^2,2701
0.000000,0.0000 x 10^0,2658
2974039.000000,2.9740 x 10^6,2788
8766720.000000,8.7667 x 10^6,2779
5987688.000000,5.9877 x 10^6,2610
10158.000000,1.0158 x 10^4,2609
94805.000000,9.4805 x 10^4,2659
0.000000,0.0000 x 10^0,2206
6171876.000000,6.1719 x 10^6,2253
2728.000000,2.7280 x 10^3,2315
244.000000,2.4400 x 10^2,2722
-7276.000000,-7.2760 x 10^3,2409
5374.000000,5.3740 x 10^3,2298
0.179800,1.7980 x 10^-1,2381
-5412.000000,-5.4120 x 10^3,2307
6149.000000,6.1490 x 10^3,2723
143.000000,1.4300 x 10^2,2735
77.000000,7.7000 x 10^1,2312
4826426.000000,4.8264 x 10^6,2025
1161654.000000,1.1617 x 10^6,2627
0.000000,0.0000 x 10^0,2683
-1666.000000,-1.6660 x 10^3,2762
-6621.000000,-6.6210 x 10^3,2435
991.000000,9.9100 x 10^2,1463
-5110.000000,-5.1100 x 10^3,2255
0.000000,0.0000 x 10^0,2177
379.000000,3.7900 x 10^2,2660
10046.000000,1.0046 x 10^4,2763
9589.000000,9.5890 x 10^3,2767
758457.000000,7.5846 x 10^5,2796
701455.000000,7.0146 x 10^5,1908
738.000000,7.3800 x 10^2,2790
2986.000000,2.9860 x 10^3,2612
0.249000,2.4900 x 10^-1,2410
1365240.000000,1.3652 x 10^6,2684
0.000000,0.0000 x 10^0,2764
7883.000000,7.8830 x 10^3,2737
0.782100,7.8210 x 10^-1,2639
553.000000,5.5300 x 10^2,1907
-5179.000000,-5.1790 x 10^3,2685
77.000000,7.7000 x 10^1,2738
0.030700,3.0700 x 10^-2,2662
-6170.000000,-6.1700 x 10^3,1881
0.127600,1.2760 x 10^-1,2640
680.000000,6.8000 x 10^2,2412
468.000000,4.6800 x 10^2,2466
932.000000,9.3200 x 10^2,2745
-8430.000000,-8.4300 x 10^3,2615
8975.000000,8.9750 x 10^3,2743
529.000000,5.2900 x 10^2,2460
2178540.000000,2.1785 x 10^6,2464
0.000000,0.0000 x 10^0,2467
0.000000,0.0000 x 10^0,2399
0.000000,0.0000 x 10^0,2616
966.000000,9.6600 x 10^2,2706
0.109800,1.0980 x 10^-1,2527
0.032400,3.2400 x 10^-2,2230
0.000000,0.0000 x 10^0,2432
9421.000000,9.4210 x 10^3,2582
-4637.000000,-4.6370 x 10^3,2744
4684.000000,4.6840 x 10^3,2643
8591.000000,8.5910 x 10^3,2487
501.000000,5.0100 x 10^2,2021
265.000000,2.6500 x 10^2,2475
2589.000000,2.5890 x 10^3,2648
0.086900,8.6900 x 10^-2,2490
0.067300,6.7300 x 10^-2,2486
0.166000,1.6600 x 10^-1,2408
967032.000000,9.6703 x 10^5,2618
58.000000,5.8000 x 10^1,2671
667.000000,6.6700 x 10^2,2480
328.000000,3.2800 x 10^2,2993
7625.000000,7.6250 x 10^3,2434
0.000000,0.0000 x 10^0,2495
976.000000,9.7600 x 10^2,2536
3598389.000000,3.5984 x 10^6,2771
-2882.000000,-2.8820 x 10^3,2772
3065976.000000,3.0660 x 10^6,2809
329.000000,3.2900 x 10^2,2497
0.000000,0.0000 x 10^0,2494
0.013800,1.3800 x 10^-2,2505
951.000000,9.5100 x 10^2,2102
295.000000,2.9500 x 10^2,2950
0.371400,3.7140 x 10^-1,2759
1136.000000,1.1360 x 10^3,2670
7349100.000000,7.3491 x 10^6,2074
889.000000,8.8900 x 10^2,2533
0.000000,0.0000 x 10^0,2439
4050896.000000,4.0509 x 10^6,2539
-9054.000000,-9.0540 x 10^3,2783
15.000000,1.5000 x 10^1,1604
0.091800,9.1800 x 10^-2,1588
0.048500,4.8500 x 10^-2,2679
982851.000000,9.8285 x 10^5,2983
3734.000000,3.7340 x 10^3,2560
276676.000000,2.7668 x 10^5,2309
0.110300,1.1030 x 10^-1,1603
513.000000,5.1300 x 10^2,2625
199.000000,1.9900 x 10^2,2902
-4955.000000,-4.9550 x 10^3,2510
655.000000,6.5500 x 10^2,2914
0.000000,0.0000 x 10^0,1937
0.076000,7.6000 x 10^-2,2980
-6325.000000,-6.3250 x 10^3,1585
-8129.000000,-8.1290 x 10^3,3420
595.000000,5.9500 x 10^2,460
173.000000,1.7300 x 10^2,3075
6835.000000,6.8350 x 10^3,2159
2859608.000000,2.8596 x 10^6,2526
-562.000000,-5.6200 x 10^2,2981
101.000000,1.0100 x 10^2,2608
-8632.000000,-8.6320 x 10^3,2998
536.000000,5.3600 x 10^2,2786
3831.000000,3.8310 x 10^3,1639
5416656.000000,5.4167 x 10^6,2750
9824.000000,9.8240 x 10^3,2559
243.000000,2.4300 x 10^2,2999
0.000000,0.0000 x 10^0,2509
-7664.000000,-7.6640 x 10^3,2985
3610.000000,3.6100 x 10^3,2849
381.000000,3.8100 x 10^2,2680
3424.000000,3.4240 x 10^3,2513
0.017900,1.7900 x 10^-2,2822
0.600600,6.0060 x 10^-1,2598
0.000000,0.0000 x 10^0,2634
0.000000,0.0000 x 10^0,2834
742716.000000,7.4272 x 10^5,2551
0.076200,7.6200 x 10^-2,2441
0.160300,1.6030 x 10^-1,2601
794.000000,7.9400 x 10^2,2721
394.000000,3.9400 x 10^2,2751
-3496.000000,-3.4960 x 10^3,2635
5162400.000000,5.1624 x 10^6,2420
330.000000,3.3000 x 10^2,2801
0.197600,1.9760 x 10^-1,2851
763392.000000,7.6339 x 10^5,2972
0.801100,8.0110 x 10^-1,2823
9510.000000,9.5100 x 10^3,2805
4859.000000,4.8590 x 10^3,2932
7329012.000000,7.3290 x 10^6,2599
892.000000,8.9200 x 10^2,2965
2999.000000,2.9990 x 10^3,2825
0.005200,5.2000 x 10^-3,2916
458.000000,4.5800 x 10^2,2547
0.750500,7.5050 x 10^-1,2247
0.000000,0.0000 x 10^0,2440
836.000000,8.3600 x 10^2,2794
-1484.000000,-1.4840 x 10^3,2812
0.101700,1.0170 x 10^-1,3109
0.000000,0.0000 x 10^0,2181
1348608.000000,1.3486 x 10^6,2808
8472.000000,8.4720 x 10^3,2957
347.000000,3.4700 x 10^2,2974
2675706.000000,2.6757 x 10^6,2953
9498.000000,9.4980 x 10^3,2838
3106611.000000,3.1066 x 10^6,2941
801.000000,8.0100 x 10^2,2038
0.412800,4.1280 x 10^-1,2468
8910.000000,8.9100 x 10^3,2597
479.000000,4.7900 x 10^2,2631
-6498.000000,-6.4980 x 10^3,2907
0.036700,3.6700 x 10^-2,2826
0.000000,0.0000 x 10^0,1753
0.000000,0.0000 x 10^0,2548
681750.000000,6.8175 x 10^5,2602
595.000000,5.9500 x 10^2,2853
0.025900,2.5900 x 10^-2,2653
-1938.000000,-1.9380 x 10^3,2966
-8587.000000,-8.5870 x 10^3,2856
0.000000,0.0000 x 10^0,2954
0.021800,2.1800 x 10^-2,2555
0.000000,0.0000 x 10^0,2703
-5297.000000,-5.2970 x 10^3,2787
2757.000000,2.7570 x 10^3,2846
0.000000,0.0000 x 10^0,2605
-1022.000000,-1.0220 x 10^3,2664
0.000000,0.0000 x 10^0,2549
0.139500,1.3950 x 10^-1,2943
-7935.000000,-7.9350 x 10^3,2967
-2550.000000,-2.5500 x 10^3,2956
0.000000,0.0000 x 10^0,2930
504.000000,5.0400 x 10^2,2774
203.000000,2.0300 x 10^2,2944
1957961.000000,1.9580 x 10^6,2841
0.287300,2.8730 x 10^-1,2935
-5419.000000,-5.4190 x 10^3,2731
-1583.000000,-1.5830 x 10^3,2857
7814.000000,7.8140 x 10^3,2550
155550.000000,1.5555 x 10^5,2868
0.204300,2.0430 x 10^-1,2628
5624352.000000,5.6244 x 10^6,2469
0.000000,0.0000 x 10^0,2813
-8781.000000,-8.7810 x 10^3,2968
-3354.000000,-3.3540 x 10^3,2847
7681.000000,7.6810 x 10^3,2891
-7062.000000,-7.0620 x 10^3,2869
-4625.000000,-4.6250 x 10^3,2947
0.103700,1.0370 x 10^-1,2451
6877.000000,6.8770 x 10^3,2458
3291860.000000,3.2919 x 10^6,2457
2633.000000,2.6330 x 10^3,2668
2193360.000000,2.1934 x 10^6,2630
0.000000,0.0000 x 10^0,2842
7081.000000,7.0810 x 10^3,2557
0.000000,0.0000 x 10^0,2726
6950.000000,6.9500 x 10^3,2667
2559490.000000,2.5595 x 10^6,2736
0.000000,0.0000 x 10^0,2313
-2641.000000,-2.6410 x 10^3,1832
5594.000000,5.5940 x 10^3,2969
6215.000000,6.2150 x 10^3,2558
-3192.000000,-3.1920 x 10^3,2870
1.000000,1.0000 x 10^0,2717
0.000000,0.0000 x 10^0,2910
0.105600,1.0560 x 10^-1,2859
0.000000,0.0000 x 10^0,2401
4699490.000000,4.6995 x 10^6,2269
0.000000,0.0000 x 10^0,1674
5635.000000,5.6350 x 10^3,2563
0.186200,1.8620 x 10^-1,2860
-2101.000000,-2.1010 x 10^3,2817
0.141000,1.4100 x 10^-1,2861
0.000000,0.0000 x 10^0,2911
436.000000,4.3600 x 10^2,2574
900.000000,9.0000 x 10^2,2541
0.000000,0.0000 x 10^0,2564
2111540.000000,2.1115 x 10^6,2894
1089616.000000,1.0896 x 10^6,2711
-7319.000000,-7.3190 x 10^3,2485
3538456.000000,3.5385 x 10^6,2862
0.000000,0.0000 x 10^0,2755
248.000000,2.4800 x 10^2,2565
2.088900,2.0889 x 10^0,2872
837.000000,8.3700 x 10^2,2865
3451.000000,3.4510 x 10^3,2492
344.000000,3.4400 x 10^2,2878
0.000000,0.0000 x 10^0,1016
3884760.000000,3.8848 x 10^6,2886
829.000000,8.2900 x 10^2,1385
8833.000000,8.8330 x 10^3,848
-5556.000000,-5.5560 x 10^3,3071
0.067700,6.7700 x 10^-2,2569
0.103200,1.0320 x 10^-1,2887
2007640.000000,2.0076 x 10^6,2877
0.008200,8.2000 x 10^-3,2884
25.000000,2.5000 x 10^1,2904
0.064500,6.4500 x 10^-2,2570
236.000000,2.3600 x 10^2,1706
773.000000,7.7300 x 10^2,2879
817.000000,8.1700 x 10^2,2800
10735.000000,1.0735 x 10^4,2866
0.000000,0.0000 x 10^0,836
723.000000,7.2300 x 10^2,2578
-4709.000000,-4.7090 x 10^3,1359
-4289.000000,-4.2890 x 10^3,2402
0.000000,0.0000 x 10^0,2580
0.000000,0.0000 x 10^0,2867
6783.000000,6.7830 x 10^3,2474
3253.000000,3.2530 x 10^3,2881
967.000000,9.6700 x 10^2,2581
0.000000,0.0000 x 10^0,2880
1.000000,1.0000 x 10^0,2883
1178814.000000,1.1788 x 10^6,2819
-5771.000000,-5.7710 x 10^3,2885
7120.000000,7.1200 x 10^3,567
0.052400,5.2400 x 10^-2,2923
-129.000000,-1.2900 x 10^2,3061
1340572.000000,1.3406 x 10^6,2647
0.000000,0.0000 x 10^0,2499
0.121800,1.2180 x 10^-1,2404
2295.000000,2.2950 x 10^3,2619
0.000000,0.0000 x 10^0,2158
480.000000,4.8000 x 10^2,3132
-5761.000000,-5.7610 x 10^3,3093
0.000000,0.0000 x 10^0,3128
515.000000,5.1500 x 10^2,2746
0.000000,0.0000 x 10^0,3156
0.017100,1.7100 x 10^-2,3172
-7011.000000,-7.0110 x 10^3,2484
1499784.000000,1.4998 x 10^6,2709
2.917600,2.9176 x 10^0,3179
250452.000000,2.5045 x 10^5,3096
1343.000000,1.3430 x 10^3,3133
-4770.000000,-4.7700 x 10^3,3101
197.000000,1.9700 x 10^2,3099
0.570800,5.7080 x 10^-1,3197
0.000000,0.0000 x 10^0,3183
-6263.000000,-6.2630 x 10^3,2501
967.000000,9.6700 x 10^2,3196
1288.000000,1.2880 x 10^3,3184
0.000000,0.0000 x 10^0,3198
4721.000000,4.7210 x 10^3,2926
393490.000000,3.9349 x 10^5,3201
0.000000,0.0000 x 10^0,3190
-232.000000,-2.3200 x 10^2,2747
403.000000,4.0300 x 10^2,3202
2788566.000000,2.7886 x 10^6,2500
896.000000,8.9600 x 10^2,3235
493.000000,4.9300 x 10^2,2672
0.087100,8.7100 x 10^-2,3194
-5938.000000,-5.9380 x 10^3,607
11.000000,1.1000 x 10^1,1258
-3277.000000,-3.2770 x 10^3,2799
0.000000,0.0000 x 10^0,2719
8030.000000,8.0300 x 10^3,2521
1928823.000000,1.9288 x 10^6,2973
118.000000,1.1800 x 10^2,3242
-4325.000000,-4.3250 x 10^3,3000
2714248.000000,2.7142 x 10^6,2436
319.000000,3.1900 x 10^2,3246
8755.000000,8.7550 x 10^3,3253
126.000000,1.2600 x 10^2,2107
492.000000,4.9200 x 10^2,2511
109.000000,1.0900 x 10^2,2781
0.039100,3.9100 x 10^-2,2297
-9090.000000,-9.0900 x 10^3,730
-1315.000000,-1.3150 x 10^3,1716
6962.000000,6.9620 x 10^3,2076
0.000000,0.0000 x 10^0,2377
395.000000,3.9500 x 10^2,2046
-5766.000000,-5.7660 x 10^3,898
-2548.000000,-2.5480 x 10^3,2092
-2211.000000,-2.2110 x 10^3,2088
0.000000,0.0000 x 10^0,1602
5997.000000,5.9970 x 10^3,1279
0.000000,0.0000 x 10^0,2798
0.000000,0.0000 x 10^0,2259
0.000000,0.0000 x 10^0,2502
0.329800,3.2980 x 10^-1,1671
810600.000000,8.1060 x 10^5,1871
-1206.000000,-1.2060 x 10^3,3260
527.000000,5.2700 x 10^2,3228
6135.000000,6.1350 x 10^3,2836
